x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5855224132537842,0.7841115593910217,1.3213768568220985e-07,0.5710380673408508,0.7867701053619385,-0.01849701814353466,0.5611004829406738,0.8076435923576355,-0.02733447588980198,0.55357426404953,0.8310301899909973,-0.03194454684853554,0.5475684404373169,0.8477253317832947,-0.035630494356155396,0.5771555304527283,0.8362880945205688,-0.0263240784406662,0.5673128366470337,0.8665669560432434,-0.03512749448418617,0.5601548552513123,0.8819682002067566,-0.04037744179368019,0.5544641613960266,0.8941859602928162,-0.043296847492456436,0.5806502103805542,0.8438997268676758,-0.0179525688290596,0.5701259970664978,0.8729674220085144,-0.026035772636532784,0.5621024370193481,0.8832057118415833,-0.02897782251238823,0.5558359622955322,0.8885796070098877,-0.030694443732500076,0.5816313624382019,0.847484827041626,-0.01022341102361679,0.5687458515167236,0.8718302249908447,-0.017450997605919838,0.5605042576789856,0.8720684051513672,-0.018912168219685555,0.5547543168067932,0.8678584694862366,-0.01890181005001068,0.5804234743118286,0.8502496480941772,-0.0036845302674919367,0.5694317817687988,0.8670633435249329,-0.00913744792342186,0.5614100098609924,0.867671012878418,-0.010903945192694664,0.5557036399841309,0.8647292256355286,-0.011509709060192108,Bank
0.41985881328582764,0.38492274284362793,1.4358771949218863e-09,0.4182427227497101,0.35882705450057983,-0.007699106819927692,0.4254114627838135,0.33440351486206055,-0.01141603384166956,0.4367072284221649,0.32737743854522705,-0.01460174098610878,0.44722726941108704,0.32612183690071106,-0.01711294986307621,0.44622889161109924,0.3316970467567444,-0.0038681523874402046,0.45885810256004333,0.3239230215549469,-0.00924498587846756,0.46183642745018005,0.3287629783153534,-0.014035973697900772,0.4610334038734436,0.33556053042411804,-0.01714710146188736,0.45135048031806946,0.3459957540035248,-0.0030803135596215725,0.4642757773399353,0.3415851593017578,-0.008499020710587502,0.46618548035621643,0.34906303882598877,-0.013193638995289803,0.46331125497817993,0.35717713832855225,-0.01605605147778988,0.45302504301071167,0.3600900173187256,-0.0035351463593542576,0.4659527540206909,0.356946736574173,-0.009217965416610241,0.4657769799232483,0.36383628845214844,-0.012607468292117119,0.4609037935733795,0.37010613083839417,-0.014218386262655258,0.452006459236145,0.374284952878952,-0.004686473868787289,0.4612797200679779,0.3717822730541229,-0.010323844850063324,0.460740327835083,0.3760903775691986,-0.012835465371608734,0.45670557022094727,0.38046228885650635,-0.01381158921867609,Bank
0.40219399333000183,0.38517001271247864,-8.806190443522155e-09,0.41757476329803467,0.38732728362083435,-0.005989742930978537,0.43186280131340027,0.37763091921806335,-0.008587012998759747,0.44336551427841187,0.3644414246082306,-0.011457874439656734,0.4487760365009308,0.3467380106449127,-0.013794077560305595,0.4375345706939697,0.347867876291275,0.0012000496499240398,0.447958379983902,0.33382076025009155,-0.004725876729935408,0.44401857256889343,0.3384498655796051,-0.00979496818035841,0.43948638439178467,0.3441433608531952,-0.012707410380244255,0.43153026700019836,0.33778566122055054,0.0009242422529496253,0.4430397152900696,0.3215983510017395,-0.005410403944551945,0.4380907416343689,0.32943713665008545,-0.009795433841645718,0.43434855341911316,0.33740076422691345,-0.011531639844179153,0.42334017157554626,0.33068570494651794,-0.0007809774833731353,0.43435633182525635,0.31309598684310913,-0.006412244401872158,0.4326709806919098,0.318899929523468,-0.007597688585519791,0.4310232102870941,0.3253186047077179,-0.007115358021110296,0.412662535905838,0.32556042075157166,-0.0032259724102914333,0.4189286231994629,0.31323179602622986,-0.006844108924269676,0.4224424958229065,0.313057005405426,-0.0075277118012309074,0.4259698987007141,0.3141990602016449,-0.007380408234894276,Bank
0.40738236904144287,0.3621104061603546,-1.1060203419788195e-08,0.4241955876350403,0.3628881573677063,-0.005779081489890814,0.43852776288986206,0.3519752025604248,-0.007865198887884617,0.4502788782119751,0.3397378623485565,-0.010238243266940117,0.45634207129478455,0.3235068917274475,-0.011820157989859581,0.4432834982872009,0.3249753415584564,0.0025479088071733713,0.4541418254375458,0.3109995424747467,-0.0036697762552648783,0.44872599840164185,0.3199527859687805,-0.009210300631821156,0.4436066746711731,0.3270013928413391,-0.012373579666018486,0.43754467368125916,0.3159131407737732,0.0024804393760859966,0.44921445846557617,0.30014267563819885,-0.004214485175907612,0.44363924860954285,0.31110215187072754,-0.009219666011631489,0.4391823410987854,0.31863248348236084,-0.011376173235476017,0.43006959557533264,0.3088483214378357,0.0009423195733688772,0.44167855381965637,0.29251158237457275,-0.0051843528635799885,0.4382830858230591,0.3022168278694153,-0.006227336823940277,0.43539339303970337,0.308928519487381,-0.005481184925884008,0.4207790493965149,0.3028566241264343,-0.0012957334984093904,0.4272468388080597,0.2921155095100403,-0.005246362648904324,0.42835676670074463,0.296154260635376,-0.005570178385823965,0.42992064356803894,0.2991926968097687,-0.0050070621073246,Bank
0.41194045543670654,0.45422208309173584,3.796149883328326e-08,0.4283643066883087,0.46310263872146606,-0.0021578879095613956,0.4444468021392822,0.45472252368927,-0.0015559871681034565,0.45540618896484375,0.44372671842575073,-0.0015134975546970963,0.46196216344833374,0.43190833926200867,-0.0017223759787157178,0.4457075893878937,0.4315620958805084,0.002911105751991272,0.4577179253101349,0.42445307970046997,-0.00026902087847702205,0.4639771282672882,0.42249220609664917,-0.0034390429500490427,0.4697204530239105,0.42149999737739563,-0.005752675700932741,0.44187796115875244,0.4217999279499054,0.0011330595007166266,0.4551927447319031,0.41213929653167725,-0.002025777706876397,0.4639662206172943,0.4082570970058441,-0.005579118616878986,0.4716298580169678,0.406520813703537,-0.00826455932110548,0.4356413781642914,0.4133143723011017,-0.001683307928033173,0.4482175409793854,0.40209370851516724,-0.00606778496876359,0.4559761881828308,0.3967941403388977,-0.009317349642515182,0.4629032015800476,0.3935469388961792,-0.01132062915712595,0.42715832591056824,0.40608978271484375,-0.004759603179991245,0.4368954300880432,0.39534232020378113,-0.008984114974737167,0.4437096416950226,0.38865190744400024,-0.011120237410068512,0.45040374994277954,0.382846474647522,-0.01260408665984869,Bank
0.42361903190612793,0.43613964319229126,3.327777875483662e-08,0.43660956621170044,0.44766703248023987,-0.0035541923716664314,0.4530692994594574,0.44274625182151794,-0.0035481853410601616,0.46431514620780945,0.4337935745716095,-0.0035819243639707565,0.4723595976829529,0.4286116659641266,-0.0036054064985364676,0.45916858315467834,0.4178810715675354,0.00015560466272290796,0.470927357673645,0.4137832820415497,-0.0028653081972151995,0.4770776927471161,0.41238999366760254,-0.005675849970430136,0.4828549921512604,0.4104851484298706,-0.007777189835906029,0.456216961145401,0.4047697186470032,-0.0006510368548333645,0.46933096647262573,0.3984217643737793,-0.0032958663068711758,0.476727694272995,0.39772722125053406,-0.005458488129079342,0.4834156632423401,0.39764055609703064,-0.006898476276546717,0.45047852396965027,0.39382100105285645,-0.0024425520095974207,0.4642360508441925,0.3825702965259552,-0.006210038438439369,0.4724670350551605,0.37880903482437134,-0.00815566349774599,0.4798588156700134,0.3762083351612091,-0.009162390604615211,0.44199591875076294,0.3846462368965149,-0.004615486599504948,0.45261698961257935,0.37350985407829285,-0.008537009358406067,0.459914892911911,0.36760690808296204,-0.009883319959044456,0.46686825156211853,0.3630010783672333,-0.010529943741858006,Bank
0.4253863990306854,0.39956068992614746,6.709441890961898e-08,0.44310295581817627,0.41241827607154846,-0.0010598499793559313,0.4600967764854431,0.40983980894088745,0.000404591322876513,0.47063925862312317,0.4028743803501129,0.0010740241268649697,0.47795286774635315,0.39820951223373413,0.0016686174785718322,0.4643740952014923,0.38734984397888184,0.005435836501419544,0.47560882568359375,0.38383543491363525,0.003237910568714142,0.48224303126335144,0.3827935755252838,0.00030888343462720513,0.4880966544151306,0.3817824125289917,-0.0018249250715598464,0.4619767367839813,0.37446698546409607,0.003692994825541973,0.47433751821517944,0.3699488639831543,0.0018383116694167256,0.48216333985328674,0.36913183331489563,-0.0008867079159244895,0.4888991415500641,0.3698311746120453,-0.0026969185564666986,0.4570663273334503,0.3627872169017792,0.0009058935684151947,0.47037625312805176,0.3550930321216583,-0.0020861071534454823,0.47885504364967346,0.3521416485309601,-0.004351573996245861,0.4860658049583435,0.3509919345378876,-0.005479424726217985,0.4493734836578369,0.3515368700027466,-0.0021609801333397627,0.4608307480812073,0.3452257812023163,-0.005015310365706682,0.4684637784957886,0.3414113521575928,-0.00610726373270154,0.4753931164741516,0.3386681079864502,-0.006574958562850952,Bank
0.42796164751052856,0.3969018757343292,5.3990198978226545e-08,0.44403186440467834,0.4087475836277008,-0.001941273221746087,0.4606087803840637,0.40542328357696533,-0.001221679151058197,0.4714238941669464,0.39680102467536926,-0.0011042874539270997,0.47931617498397827,0.39156779646873474,-0.0010501611977815628,0.4648941457271576,0.3821626603603363,0.003273549722507596,0.47594165802001953,0.3784140944480896,0.00012126983347116038,0.481314480304718,0.3781668543815613,-0.0030858884565532207,0.485584020614624,0.37804025411605835,-0.005244730971753597,0.46206048130989075,0.36846914887428284,0.0017026003915816545,0.4746956527233124,0.3611258268356323,-0.001023883349262178,0.48205140233039856,0.3601287603378296,-0.0038872510194778442,0.4879675805568695,0.3607670068740845,-0.0057111093774437904,0.45633643865585327,0.356742799282074,-0.0009404983720742166,0.4697742760181427,0.34446215629577637,-0.00478248530998826,0.47755303978919983,0.3403274416923523,-0.007312939967960119,0.4842686653137207,0.3387966752052307,-0.008588588796555996,0.447834312915802,0.3468133211135864,-0.0038658876437693834,0.45829060673713684,0.33612364530563354,-0.007618139963597059,0.4653148353099823,0.3299858868122101,-0.00927725713700056,0.47210660576820374,0.325410395860672,-0.01011993084102869,Bank
0.44991472363471985,0.3251655697822571,-5.1368459708101e-08,0.4621548354625702,0.3312249183654785,-0.0013376821298152208,0.47670429944992065,0.3177787661552429,-0.0016648716991767287,0.4856579899787903,0.30199167132377625,-0.0027720439247787,0.49107348918914795,0.2880716323852539,-0.0034909972455352545,0.482753187417984,0.2909712493419647,0.0004586199065670371,0.4951246380805969,0.27276161313056946,-0.004209762904793024,0.49352049827575684,0.28675323724746704,-0.007875043898820877,0.48757824301719666,0.29704052209854126,-0.009678887203335762,0.4781959056854248,0.2833821773529053,-0.001204230240546167,0.49031153321266174,0.2650449275970459,-0.005249564070254564,0.4885166585445404,0.2815874516963959,-0.007642391137778759,0.4828779995441437,0.2917545437812805,-0.008852709084749222,0.4722626507282257,0.27572715282440186,-0.0035929305013269186,0.4836052358150482,0.26012226939201355,-0.0070303939282894135,0.48233312368392944,0.2755610942840576,-0.007106864359229803,0.47771596908569336,0.2852702736854553,-0.006703828927129507,0.4650522768497467,0.2682461142539978,-0.006259264424443245,0.4746394157409668,0.2553444504737854,-0.008937816135585308,0.4750528931617737,0.26642194390296936,-0.008418620564043522,0.47180041670799255,0.27552276849746704,-0.007734559942036867,Bank
0.4361364543437958,0.3261401653289795,4.892580207638275e-08,0.45307332277297974,0.3251262903213501,-0.0013713273219764233,0.4666125774383545,0.306620329618454,-0.0005552547518163919,0.47308990359306335,0.28823697566986084,-0.000321736850310117,0.4783726930618286,0.2755582332611084,-0.000282778637483716,0.4691484868526459,0.28223922848701477,0.0028393184766173363,0.48020777106285095,0.26735761761665344,0.00047632938367314637,0.48657819628715515,0.26133108139038086,-0.0020501562394201756,0.49310317635536194,0.2559834122657776,-0.004115409217774868,0.4640708267688751,0.27348747849464417,0.0009023525635711849,0.47540441155433655,0.2577899694442749,-0.0011862217215821147,0.4827864468097687,0.2517804205417633,-0.0036986391060054302,0.4905759394168854,0.24736198782920837,-0.005724794697016478,0.45720207691192627,0.2677329480648041,-0.0019223771523684263,0.46824535727500916,0.2498445212841034,-0.004892497789114714,0.47634410858154297,0.24300521612167358,-0.007239514496177435,0.4843944311141968,0.23859405517578125,-0.008831337094306946,0.44811564683914185,0.26354479789733887,-0.005010956432670355,0.45623713731765747,0.2462063878774643,-0.007800484541803598,0.4630819857120514,0.2394159883260727,-0.009255708195269108,0.470325767993927,0.2354527711868286,-0.010389937087893486,Bank
